"Index","Obs","Ref","SponsorID","UKGovSponsorObs","UKGovSponsorRef","BusSponsorObs","BusSponsorRef","CharitySponsorObs","CharitySponsorRef","AMRCSponsorObs","AMRCSponsorRef","SponsorClass","AMRCSponsor","TotalInIndex"
4489,"kementerian pengajian tinggi malaysia","kementerian pengajian tingg",2153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,27
1606,"kementerian sains","kementerian sains",2154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3669,"kennedy institute rheumatology","kennedy institute rheumatology",2155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,5
3139,"kennedy institute trustees","kennedy institute trustees",2156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
4235,"kennedy trust rheumatology research","kennedy trust rheumatology research",2157,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
824,"kennel club","kennel club",2158,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
2119,"american kennel club","kennel club",2158,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
3369,"kentro epistemonikon ereunon","kentro epistemonikon ereunon",2159,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1713,"kerbala university","kerbala university",2160,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
150,"kess","kess",2161,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,10
1904,"ketel 1 studiefonds","ketel 1 studiefonds",2162,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
51,"kew","kew",2163,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
5,"kh","kh",2164,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1715,"khyber pakhtunkhwa","khyber pakhtunkhwa",2165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1690,"kidney research uk","kidney research uk",2166,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"charity",TRUE,8
2120,"kidneys life charity","kidneys life charity",2167,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
2113,"kids kidney research","kids kidney research",2168,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"charity",TRUE,1
474,"kidscan","kidscan",2169,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1321,"killingley trust","killingley trust",2170,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,3
1822,"sy killingley trust","killingley trust",2170,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,3
131,"kimm","kimm",2171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1761,"kinesis foundation","kinesis foundation",2172,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
3379,"king abdul aziz medical city","king abdul aziz medical city",2173,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2917,"king abdulaziz university","king abdulaziz university",2174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,20
3068,"king abdul-aziz university","king abdulaziz university",2174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,20
3149,"king abdul aziz university","king abdulaziz university",2174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,20
3986,"king abdulaziz university jeddah","king abdulaziz university",2174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,20
4204,"king saud bin abdulaziz university","king abdulaziz university",2174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,20
3846,"king abdull-aziz medical centre","king abdull-aziz medical centre",2175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
996,"king abdullah","king abdullah",2176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,11
4075,"college king abdullah air defense","king abdullah",2176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,11
4116,"king abdullah scholarship program","king abdullah",2176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,11
4304,"king abdullah bin abdulaziz al saud","king abdullah",2176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,11
4333,"king abdullah scholarship programme","king abdullah",2176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,11
4883,"king abdulla university science technology","king abdullah",2176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,11
4924,"king abdullah university science technology","king abdullah",2176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,11
5210,"king abdullah international medical research centre","king abdullah",2176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,11
2392,"king faisal university","king faisal university",2177,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
2377,"king khalid university","king khalid university",2178,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
2380,"king khlaid foundation","king khlaid foundation",2179,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,2
2400,"king khalid foundation","king khlaid foundation",2179,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,2
1941,"king saud universty","king saud universty",2180,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,11
2003,"king saud university","king saud universty",2180,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,11
1231,"kingdom bahrain","kingdom bahrain",2181,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
1053,"kingdom jordan","kingdom jordan",2182,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2623,"kings college cambridge","kings college cambridge",2183,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2109,"kings college london","kings college london",2184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1734,"kingston chemicals","kingston chemicals",2185,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,2
2463,"kingston chemicals ltd","kingston chemicals",2185,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,2
2367,"klaus tschira stiftung","klaus tschira stiftung",2186,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
908,"kluge center","kluge center",2187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
892,"knoo project","knoo project",2188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
4526,"knowledge support systems retails ltd","knowledge support systems retails ltd",2189,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,1
5158,"knowledge transfer network industrial mathematics","knowledge transfer network industrial mathematics",2190,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3657,"knowledge transfer partnership","knowledge transfer partnership",2191,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
4775,"knowledge transfer partnerships programme","knowledge transfer partnership",2191,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
868,"knox college","knox college",2192,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3961,"knut alice wallenberg foundation","knut alice wallenberg foundation",2193,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
1159,"kobe institute","kobe institute",2194,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3615,"kogi state polytechnic lokoja","kogi state polytechnic lokoja",2195,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1824,"kokusai koryu kikin","kokusai koryu kikin",2196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
2220,"kokusai ko¯ryu¯ kikin","kokusai koryu kikin",2196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
1210,"kone foundation","kone foundation",2197,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,2
2064,"alpha one foundation","kone foundation",2197,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,2
2789,"konrad-adenauer-stiftung","konrad-adenauer-stiftung",2198,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1933,"kordelin foundation","kordelin foundation",2199,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
208,"korea","korea",2200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
1354,"korea foundation","korea foundation",2201,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
4561,"korea international cooperation agency","korea international cooperation agency",2202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
4409,"korean institute machinery materials","korean institute machinery materials",2203,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
73,"kpm","kpm",2204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
921,"kpt malaysia","kpt malaysia",2205,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
4166,"krasuang witthayasat læ theknoloyi","krasuang witthayasat læ theknoloyi",2206,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
4890,"thailand krasuang witthayasat læ theknoloyi","krasuang witthayasat læ theknoloyi",2206,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
4268,"krasuuang witthayasat ae theknoloyi","krasuuang witthayasat ae theknoloyi",2207,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
19,"ksa","ksa",2208,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
647,"kss fuels","kss fuels",2209,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
30,"ktp","ktp",2210,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1002,"kuk-i1-007-43","kuk-i1-007-43",2211,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3928,"kulliyyah allied health sciences","kulliyyah allied health sciences",2212,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1334,"kurdistan region","kurdistan region",2213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,22
2263,"kurdistan region iraq","kurdistan region",2213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,22
3551,"kurdistan regional government","kurdistan region",2213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,22
4837,"ministry higher education kurdistan region","kurdistan region",2213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,22
5089,"ministry higher education kurdistan region iraq","kurdistan region",2213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,22
5399,"human capacity development program kurdistan regional government","kurdistan region",2213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,22
2180,"kurt j lesker company","kurt j lesker company",2214,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
381,"kuwait","kuwait",2215,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,4
2278,"kuwait culture office","kuwait culture office",2216,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1139,"kuwait embassy","kuwait embassy",2217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
4457,"cultural office kuwait embassy london","kuwait embassy",2217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
1341,"kuwait goverment","kuwait goverment",2218,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
1581,"kuwait government","kuwait goverment",2218,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
1684,"kuwaiti government","kuwait goverment",2218,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
2646,"kuwait gulf oil company","kuwait gulf oil company",2219,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
4357,"kuwait institute scientific research","kuwait institute scientific research",2220,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,6
3376,"kuwait petroleum corporation","kuwait petroleum corporation",2221,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,3
1552,"kuwait university","kuwait university",2222,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,5
3922,"kwanjeong educational foundation","kwanjeong educational foundation",2223,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
1251,"kwok foundation","kwok foundation",2224,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
5221,"l’oréal-unesco women science middle east fellowship","l’oréal-unesco women science middle east fellowship",2225,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
204,"labor","labor",2226,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
5182,"laboratoire danalyse et darchitecture des systèmes","laboratoire danalyse et darchitecture des systèmes",2227,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3583,"laboratory educational theory","laboratory educational theory",2228,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
406,"laceep","laceep",2229,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2714,"lady tata memorial trust","lady tata memorial trust",2230,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"conflicted",FALSE,2
366,"lahore","lahore",2231,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,5
4384,"lancashire care nhs foundation trust","lancashire care nhs foundation trust",2232,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
2074,"language linguistics","language linguistics",2233,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
1780,"languages cultures","languages cultures",2234,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
4005,"school modern languages cultures","languages cultures",2234,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
1262,"lap research uk","lap research uk",2235,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,1
3340,"large scale complex systems","large scale complex systems",2236,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1224,"laserlab-europe","laserlab-europe",2237,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1766,"latest 2 programme","latest 2 programme",2238,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
484,"latest2","latest2",2239,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3963,"latin american caribbean studies","latin american caribbean studies",2240,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2624,"laura ashley foundation","laura ashley foundation",2241,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
2155,"laverstoke park farm","laverstoke park farm",2242,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3840,"law foundation british columbia","law foundation british columbia",2243,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
4588,"lawrence livermore national laboratory","lawrence livermore national laboratory",2244,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
1165,"lcsp-erd trust","lcsp-erd trust",2245,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
4431,"le conseil regional de la martinique","le conseil regional de la martinique",2246,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3567,"league st bartholomews nurses","league st bartholomews nurses",2247,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2389,"learning skill council","learning skill council",2248,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
481,"lebanon","lebanon",2249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
795,"leche trust","leche trust",2250,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,2
2375,"lee family scholarship","lee family scholarship",2251,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,5
3202,"leeds centre dante studies","leeds centre dante studies",2252,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
4439,"leeds charitable trustees foundation","leeds charitable trustees foundation",2253,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
1012,"leeds ls1 3ex","leeds ls1 3ex",2254,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3520,"leeds metropolitan university","leeds metropolitan university",2255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
5072,"leeds teaching hospitals charitable foundation","leeds teaching hospitals charitable foundation",2256,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,2
5427,"leeds teaching hospitals charitable foundation research development fund","leeds teaching hospitals charitable foundation",2256,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,2
1465,"leeds university","leeds university",2257,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
4006,"leeds university business school","leeds university",2257,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
2826,"leeds vascular institute","leeds vascular institute",2258,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1474,"legacy papadakis","legacy papadakis",2259,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
291,"legon","legon",2260,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
4943,"leibniz-institut für europäische geschichte","leibniz-institut für europäische geschichte",2261,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3071,"leica biosystems newcastle","leica biosystems newcastle",2262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1911,"leica camera gruppe","leica camera gruppe",2263,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3577,"leicester-shire rutland sport","leicester-shire rutland sport",2264,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
5155,"leicester cardiovascular biomedical research unit","leicester cardiovascular biomedical research unit",2265,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1614,"leicester city fc","leicester city fc",2266,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3335,"leicester loughborough diet","leicester loughborough diet",2267,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3699,"leigh wigan primary care trust","leigh wigan primary care trust",2268,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
3530,"lembaga minyak sawit malaysia","lembaga minyak sawit malaysia",2269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
749,"lenzing ag","lenzing ag",2270,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2466,"lerwick port authority","lerwick port authority",2271,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2517,"less common metals ltd","less common metals ltd",2272,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,1
1393,"letterewe estate","letterewe estate",2273,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
260,"leuka","leuka",2274,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"charity",TRUE,4
3237,"leukaemia lymphoma research","leukaemia lymphoma research",2275,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"charity",TRUE,11
3998,"leventis conservation foundation","leventis conservation foundation",2276,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,2
1847,"leventis foundation","leventis foundation",2277,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,16
2179,"g leventis foundation","leventis foundation",2277,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,16
2390,"ag leventis foundation","leventis foundation",2277,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,16
5318,"leverhulme centre integrative research agriculture health","leverhulme centre integrative research agriculture health",2278,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
2225,"leverhulme foundation","leverhulme foundation",2279,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
2071,"leverhulme programme","leverhulme programme",2280,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2798,"leverhulme trade bursary","leverhulme trade bursary",2281,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1309,"leverhulme trust","leverhulme trust",2282,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,46
4722,"loughborough university leverhulme trust","leverhulme trust",2282,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,46
49,"lgc","lgc",2283,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2510,"lh gray memorial trust","lh gray memorial trust",2284,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
984,"lhasa limited","lhasa limited",2285,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,1
2496,"li siguang scholarship","li siguang scholarship",2286,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,4
2590,"li si guang scholarship","li siguang scholarship",2286,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,4
1739,"liberty syndicates","liberty syndicates",2287,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1407,"library congress","library congress",2288,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
203,"libya","libya",2289,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,10
1704,"libyan authorities","libyan authorities",2290,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
971,"libyan bureau","libyan bureau",2291,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
4848,"libyan centre remote sensing space science","libyan centre remote sensing space science",2292,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2542,"libyan cultural affairs","libyan cultural affairs",2293,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
4164,"libyan cultural affairs department","libyan cultural affairs",2293,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
2717,"libyan cultural attache´","libyan cultural attache´",2294,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
3668,"libyan cultural attaché bureau","libyan cultural attache´",2294,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
2893,"libyan culture department","libyan culture department",2295,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1038,"libyan embassy","libyan embassy",2296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,19
2202,"libyan embassy london","libyan embassy",2296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,19
3420,"libyan embassy bureau london","libyan embassy",2296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,19
5104,"libyan education ministry libyan embassy london","libyan embassy",2296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,19
